"Name","PackageFullName","Publisher","InstallLocation","LaunchCommand"
"Microsoft.NET.Native.Framework.2.2","Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.2.2_8wekyb3d8bbwe"
"Microsoft.NET.Native.Framework.2.2","Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.2.2_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.2.2","Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.2.2_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.2.2","Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.2.2_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.4","Microsoft.UI.Xaml.2.4_2.42007.9001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.4_2.42007.9001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.4_8wekyb3d8bbwe"
"Microsoft.NET.Native.Framework.1.3","Microsoft.NET.Native.Framework.1.3_1.3.24211.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.3_1.3.24211.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.1.3_8wekyb3d8bbwe"
"Microsoft.NET.Native.Framework.1.3","Microsoft.NET.Native.Framework.1.3_1.3.24211.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.3_1.3.24211.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.1.3_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.1.4","Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.1.4_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.1.4","Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.4_1.4.24201.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.1.4_8wekyb3d8bbwe"
"Microsoft.NET.Native.Framework.1.7","Microsoft.NET.Native.Framework.1.7_1.7.27413.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.7_1.7.27413.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.1.7_8wekyb3d8bbwe"
"Microsoft.NET.Native.Framework.1.7","Microsoft.NET.Native.Framework.1.7_1.7.27413.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Framework.1.7_1.7.27413.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Framework.1.7_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.1.7","Microsoft.NET.Native.Runtime.1.7_1.7.27422.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.7_1.7.27422.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.1.7_8wekyb3d8bbwe"
"Microsoft.NET.Native.Runtime.1.7","Microsoft.NET.Native.Runtime.1.7_1.7.27422.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.NET.Native.Runtime.1.7_1.7.27422.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.NET.Native.Runtime.1.7_8wekyb3d8bbwe"
"RivetNetworks.KillerControlCenter","RivetNetworks.KillerControlCenter_3.1121.1109.0_x64__rh07ty8m5nkag","CN=EB742617-4934-4951-8B93-E211D04E5A38","C:\Program Files\WindowsApps\RivetNetworks.KillerControlCenter_3.1121.1109.0_x64__rh07ty8m5nkag","shell:AppsFolder\RivetNetworks.KillerControlCenter_rh07ty8m5nkag"
"Microsoft.UI.Xaml.2.1","Microsoft.UI.Xaml.2.1_2.11906.6001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.1_2.11906.6001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.1_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.1","Microsoft.UI.Xaml.2.1_2.11906.6001.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.1_2.11906.6001.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.1_8wekyb3d8bbwe"
"CyberLinkCorp.ac.PowerDirectorforacerDesktop","CyberLinkCorp.ac.PowerDirectorforacerDesktop_14.0.4304.0_x64__ypz87dpxkv292","CN=169F2A9C-0D7D-4177-AF66-37B0524BF4EA","C:\Program Files\WindowsApps\CyberLinkCorp.ac.PowerDirectorforacerDesktop_14.0.4304.0_x64__ypz87dpxkv292","shell:AppsFolder\CyberLinkCorp.ac.PowerDirectorforacerDesktop_ypz87dpxkv292"
"Microsoft.VCLibs.110.00.UWPDesktop","Microsoft.VCLibs.110.00.UWPDesktop_11.0.61135.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.110.00.UWPDesktop_11.0.61135.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.110.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.VCLibs.110.00.UWPDesktop","Microsoft.VCLibs.110.00.UWPDesktop_11.0.61135.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.110.00.UWPDesktop_11.0.61135.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.110.00.UWPDesktop_8wekyb3d8bbwe"
"AcerIncorporated.UserExperienceImprovementProgramV","AcerIncorporated.UserExperienceImprovementProgramV_5.0.3012.0_x64__48frkmn4z8aw4","CN=EAF76292-FADE-4EAB-A62C-FE5E78661D58","C:\Program Files\WindowsApps\AcerIncorporated.UserExperienceImprovementProgramV_5.0.3012.0_x64__48frkmn4z8aw4","shell:AppsFolder\AcerIncorporated.UserExperienceImprovementProgramV_48frkmn4z8aw4"
"Microsoft.DirectXRuntime","Microsoft.DirectXRuntime_9.29.1974.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.DirectXRuntime_9.29.1974.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.DirectXRuntime_8wekyb3d8bbwe"
"Microsoft.DirectXRuntime","Microsoft.DirectXRuntime_9.29.1974.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.DirectXRuntime_9.29.1974.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.DirectXRuntime_8wekyb3d8bbwe"
"Microsoft.VCLibs.120.00.UWPDesktop","Microsoft.VCLibs.120.00.UWPDesktop_12.0.40653.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.120.00.UWPDesktop_12.0.40653.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.120.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.VCLibs.120.00.UWPDesktop","Microsoft.VCLibs.120.00.UWPDesktop_12.0.40653.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.120.00.UWPDesktop_12.0.40653.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.120.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.4","Microsoft.UI.Xaml.2.4_2.42007.9001.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.4_2.42007.9001.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.4_8wekyb3d8bbwe"
"Microsoft.Xbox.TCUI","Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Xbox.TCUI_1.24.10001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Xbox.TCUI_8wekyb3d8bbwe"
"AcerIncorporated.QuickAccess","AcerIncorporated.QuickAccess_3.0.3038.0_x64__48frkmn4z8aw4","CN=EAF76292-FADE-4EAB-A62C-FE5E78661D58","C:\Program Files\WindowsApps\AcerIncorporated.QuickAccess_3.0.3038.0_x64__48frkmn4z8aw4","shell:AppsFolder\AcerIncorporated.QuickAccess_48frkmn4z8aw4"
"AcerIncorporated.AcerCareCenterS","AcerIncorporated.AcerCareCenterS_4.0.3042.0_x64__48frkmn4z8aw4","CN=EAF76292-FADE-4EAB-A62C-FE5E78661D58","C:\Program Files\WindowsApps\AcerIncorporated.AcerCareCenterS_4.0.3042.0_x64__48frkmn4z8aw4","shell:AppsFolder\AcerIncorporated.AcerCareCenterS_48frkmn4z8aw4"
"MAXONComputerGmbH.Cinebench","MAXONComputerGmbH.Cinebench_23.2.0.0_x64__rsne5bsk8s7tj","CN=9F768364-16AC-46F8-AEEE-49F7EB623189","C:\Program Files\WindowsApps\MAXONComputerGmbH.Cinebench_23.2.0.0_x64__rsne5bsk8s7tj","shell:AppsFolder\MAXONComputerGmbH.Cinebench_rsne5bsk8s7tj"
"DeskShare.FTPManagerPro","DeskShare.FTPManagerPro_1.1.0.0_x64__13ddgfpts17ng","CN=D1576193-CB98-4512-9C73-85BC82571877","C:\Program Files\WindowsApps\DeskShare.FTPManagerPro_1.1.0.0_x64__13ddgfpts17ng","shell:AppsFolder\DeskShare.FTPManagerPro_13ddgfpts17ng"
"36059XiaoyaStudio.RealFTP","36059XiaoyaStudio.RealFTP_2.1.8.0_x64__ngh7ertwt50re","CN=FB8EA4B3-3627-4C79-8231-7558717B7C95","C:\Program Files\WindowsApps\36059XiaoyaStudio.RealFTP_2.1.8.0_x64__ngh7ertwt50re","shell:AppsFolder\36059XiaoyaStudio.RealFTP_ngh7ertwt50re"
"Microsoft.UI.Xaml.2.7","Microsoft.UI.Xaml.2.7_7.2208.15002.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.7_7.2208.15002.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.7_8wekyb3d8bbwe"
"34791E63.CanonInkjetPrintUtility","34791E63.CanonInkjetPrintUtility_3.1.0.0_neutral__6e5tt8cgb93ep","CN=41BAE105-1234-432C-A39C-1B7D1C24232B","C:\Program Files\WindowsApps\34791E63.CanonInkjetPrintUtility_3.1.0.0_neutral__6e5tt8cgb93ep","shell:AppsFolder\34791E63.CanonInkjetPrintUtility_6e5tt8cgb93ep"
"Microsoft.UI.Xaml.2.5","Microsoft.UI.Xaml.2.5_2.52012.2002.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.5_2.52012.2002.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.5_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.5","Microsoft.UI.Xaml.2.5_2.52012.2002.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.5_2.52012.2002.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.5_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.6","Microsoft.UI.Xaml.2.6_2.62112.3002.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.6_2.62112.3002.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.6_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.6","Microsoft.UI.Xaml.2.6_2.62112.3002.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.6_2.62112.3002.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.6_8wekyb3d8bbwe"
"Microsoft.XboxGameOverlay","Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.XboxGameOverlay_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.2","Microsoft.WindowsAppRuntime.1.2_2000.777.2143.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.2_2000.777.2143.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.2_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.2","Microsoft.WindowsAppRuntime.1.2_2000.802.31.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.2_2000.802.31.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.2_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.2","Microsoft.WindowsAppRuntime.1.2_2000.802.31.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.2_2000.802.31.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.2_8wekyb3d8bbwe"
"PythonSoftwareFoundation.Python.3.10","PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0","CN=4975D53F-AA7E-49A5-8B49-EA4FDC1BB66B","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.3056.0_x64__qbz5n2kfra8p0","shell:AppsFolder\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0"
"Microsoft.UI.Xaml.2.8","Microsoft.UI.Xaml.2.8_8.2305.5001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.8_8.2305.5001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.8_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00","Microsoft.VCLibs.140.00_14.0.32530.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.32530.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00.UWPDesktop","Microsoft.VCLibs.140.00.UWPDesktop_14.0.32530.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.32530.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.UI.Xaml.2.8","Microsoft.UI.Xaml.2.8_8.2306.22001.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.UI.Xaml.2.8_8.2306.22001.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.UI.Xaml.2.8_8wekyb3d8bbwe"
"Microsoft.Services.Store.Engagement","Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.23012.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Services.Store.Engagement_8wekyb3d8bbwe"
"Microsoft.Services.Store.Engagement","Microsoft.Services.Store.Engagement_10.0.23012.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Services.Store.Engagement_10.0.23012.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Services.Store.Engagement_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.3","Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.3_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.3","Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.3_8wekyb3d8bbwe"
"NortonSecurity","NortonSecurity_1.0.0.1_neutral__cjtsyd8xszapp","CN=NortonLifeLock Inc., OU=Norton Product Engineering - CM, O=NortonLifeLock Inc., L=Tempe, S=Arizona, C=US","C:\Program Files\WindowsApps\NortonSecurity_1.0.0.1_neutral__cjtsyd8xszapp","shell:AppsFolder\NortonSecurity_cjtsyd8xszapp"
"Microsoft.Winget.Source","Microsoft.Winget.Source_2023.1217.1930.385_neutral__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.Winget.Source_2023.1217.1930.385_neutral__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.Winget.Source_8wekyb3d8bbwe"
"Microsoft.Windows.OOBENetworkConnectionFlow","Microsoft.Windows.OOBENetworkConnectionFlow_10.0.21302.1000_neutral__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy","shell:AppsFolder\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy"
"Microsoft.Windows.OOBENetworkCaptivePortal","Microsoft.Windows.OOBENetworkCaptivePortal_10.0.21302.1000_neutral__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy","shell:AppsFolder\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy"
"Microsoft.VCLibs.140.00.UWPDesktop","Microsoft.VCLibs.140.00.UWPDesktop_14.0.33321.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33321.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00","Microsoft.VCLibs.140.00_14.0.33321.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33321.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00","Microsoft.VCLibs.140.00_14.0.33321.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33321.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.4","Microsoft.WindowsAppRuntime.1.4_4000.1082.2259.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.4_4000.1082.2259.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.4_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00","Microsoft.VCLibs.140.00_14.0.33519.0_x86__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.33519.0_x86__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00_8wekyb3d8bbwe"
"Microsoft.VCLibs.140.00.UWPDesktop","Microsoft.VCLibs.140.00.UWPDesktop_14.0.33519.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.VCLibs.140.00.UWPDesktop_14.0.33519.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.VCLibs.140.00.UWPDesktop_8wekyb3d8bbwe"
"Microsoft.WindowsAppRuntime.1.4","Microsoft.WindowsAppRuntime.1.4_4000.1136.2333.0_x64__8wekyb3d8bbwe","CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.4_4000.1136.2333.0_x64__8wekyb3d8bbwe","shell:AppsFolder\Microsoft.WindowsAppRuntime.1.4_8wekyb3d8bbwe"
"PythonSoftwareFoundation.Python.3.11","PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0","CN=4975D53F-AA7E-49A5-8B49-EA4FDC1BB66B","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0","shell:AppsFolder\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0"
"StudioWildcard.4558480580BB9","StudioWildcard.4558480580BB9_1.212.962.2_x64__1w2mm55455e38","CN=09AB2E6F-B8FD-4251-B19D-E939FA0BBD08","C:\Program Files\WindowsApps\StudioWildcard.4558480580BB9_1.212.962.2_x64__1w2mm55455e38","shell:AppsFolder\StudioWildcard.4558480580BB9_1w2mm55455e38"
"Microsoft.AAD.BrokerPlugin","Microsoft.AAD.BrokerPlugin_1000.19580.1000.0_neutral_neutral_cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy","shell:AppsFolder\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy"
"Microsoft.BioEnrollment","Microsoft.BioEnrollment_10.0.19587.1000_neutral__cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.BioEnrollment_cw5n1h2txyewy","shell:AppsFolder\Microsoft.BioEnrollment_cw5n1h2txyewy"
"1527c705-839a-4832-9118-54d4Bd6a0c89","1527c705-839a-4832-9118-54d4Bd6a0c89_10.0.19640.1000_neutral_neutral_cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.Windows.FilePicker_cw5n1h2txyewy","shell:AppsFolder\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy"
"E2A4F912-2574-4A75-9BB0-0D023378592B","E2A4F912-2574-4A75-9BB0-0D023378592B_10.0.19640.1000_neutral_neutral_cw5n1h2txyewy","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","C:\Windows\SystemApps\Microsoft.Windows.AppResolverUX_cw5n1h2txyewy","shell:AppsFolder\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy"
